User Question,Labrador_retriever,Golden_retriever,German_shepherd,French_bulldog,Chihuahua,beagle,Siberian_husky,boxer,Border_collie,Shih-Tzu
loài chó nào thân thiện và thích nghi tốt và phù hợp để sống trong nhà có nhiều không gian và yêu thích chạy nhảy?,1,1,0,0,1,1,0,0,1,1
dễ bảo quản hoàn hảo loài chó nào có thể làm bạn đồng hành tốt cho người thích làm vườn?,1,0,0,0,0,0,0,0,0,0
dành cho người mới nuôi có giống chó nào thích chơi đùa và năng động không?,1,0,0,1,0,1,0,1,1,0
có thể sống trong không gian nhỏ bảo vệ tốt tôi muốn tìm một giống chó thông minh và dễ dạy bảo.,1,0,1,0,0,0,0,1,1,0
thích nghi tốt năng động có loài chó nào dễ chăm sóc và ít bệnh không?,1,0,0,1,0,1,0,1,1,0
thích hợp cho gia đình có trẻ nhỏ phù hợp với gia đình loài chó nào có khả năng chịu lạnh và thích hợp với khí hậu lạnh giá?,1,0,1,0,0,0,1,0,0,0
không gây dị ứng lý tưởng chó nào có tính cách vui vẻ và thích hợp với môi trường gia đình đông người?,1,0,0,0,0,0,0,0,0,0
thích nghi tốt ít cần chăm sóc loài chó nào thích nghi với môi trường sống trong chung cư và ít sủa?,0,0,0,1,0,0,0,0,0,0
thích hợp cho gia đình có trẻ nhỏ phù hợp nhất loài chó nào tốt cho gia đình có trẻ nhỏ và dễ chăm sóc?,1,0,0,0,0,0,0,0,0,0
chó nào dễ nuôi và phù hợp cho người bận rộn và phù hợp để làm bạn đồng hành cho người sống một mình?,1,0,0,0,0,0,0,0,0,0
"cảnh giác với người lạ bảo vệ tốt tôi có một khu vườn lớn, chó nào thích hợp cho việc chạy nhảy ngoài trời?",0,0,1,0,0,0,0,1,0,0
tôi cần tìm một chú chó thân thiện và phù hợp cho người bận rộn và phù hợp với gia đình thường xuyên di chuyển.,1,1,0,0,0,1,0,0,1,1
chó nào bảo vệ tốt và không gây dị ứng và phù hợp để bảo vệ nhà nhưng không quá hung dữ?,0,0,1,0,0,0,0,1,0,0
Chó nào phù hợp với gia đình có trẻ nhỏ và thích các hoạt động ngoài trời?,1,0,0,0,0,0,0,0,0,0
phù hợp cho người bận rộn tôi muốn một chú chó dễ huấn luyện và thích hợp với gia đình đông người.,1,0,0,0,0,0,0,0,0,0
tốt nhất tôi muốn tìm một chú chó có thể bảo vệ nhưng vẫn yêu thương chủ nhân.,0,0,1,0,0,0,0,1,0,0
thân thiện với thú cưng khác dễ nuôi chó nào thích hợp với gia đình có nhiều thành viên và thường xuyên có khách đến thăm?,1,1,0,0,0,1,0,0,1,1
thích hợp cho gia đình có trẻ nhỏ phù hợp với gia đình tôi muốn tìm một giống chó không gây dị ứng và dễ chăm sóc.,1,0,0,0,0,0,0,0,0,0
thích các hoạt động loài chó nào không quá lớn nhưng vẫn có khả năng bảo vệ tốt?,0,0,1,0,0,0,0,1,0,0
dễ bảo quản tốt nhất tôi cần tìm một chú chó nhỏ nhưng có khả năng bảo vệ tốt.,0,0,1,1,1,0,0,1,0,1
phù hợp cho người bận rộn năng động loài chó nào có thể sống tốt ở khu vực khí hậu lạnh và thích các hoạt động ngoài trời?,1,0,0,1,0,1,0,1,1,0
"tôi cần một giống chó nhỏ, dễ chăm sóc và dễ nuôi và thân thiện với thú cưng khác và phù hợp với căn hộ.",1,1,0,1,1,1,0,0,1,1
"dành cho người mới nuôi năng động tôi cần một giống chó thông minh, dễ dạy và không cần nhiều chải lông.",1,0,1,1,0,1,0,1,1,0
cảnh giác với người lạ phù hợp nhất loài chó nào có thể sống trong nhà và cần ít chăm sóc lông?,0,0,0,0,1,0,0,0,0,1
ít cần chăm sóc tôi muốn một chú chó có tính cách nhẹ nhàng nhưng vẫn có khả năng cảnh báo tốt.,1,0,0,0,0,0,0,0,0,0
thích nghi tốt phù hợp với gia đình chó nào có tính cách nhẹ nhàng và không quá năng động?,1,0,0,1,0,1,0,1,1,0
không gây dị ứng phù hợp với gia đình chó nào có thể sống tốt trong gia đình có nhiều thú cưng khác?,1,0,0,0,0,0,0,0,0,0
loài chó nào thân thiện với động vật khác và dễ nuôi và phù hợp cho người bận rộn và phù hợp với môi trường đa thú cưng?,1,1,0,0,0,1,0,0,1,1
"ít rụng lông năng động tôi cần tìm một giống chó nhỏ, không gây dị ứng và thân thiện với trẻ nhỏ.",1,1,0,1,1,1,0,1,1,1
dành cho người mới nuôi phù hợp nhất chó nào chịu lạnh tốt và ít cần chăm sóc lông?,0,0,1,0,0,0,1,0,0,0
ít cần chăm sóc chó nào có thể sống chung với các thú cưng khác như mèo và chim?,1,0,0,0,0,0,0,0,0,0
thân thiện với thú cưng khác tôi muốn một chú chó thân thiện và có khả năng làm bạn đồng hành lâu dài.,1,1,0,0,0,1,0,0,1,1
không gây dị ứng phù hợp với gia đình loài chó nào có thể sống trong nhà và cần ít chăm sóc lông?,1,0,0,0,1,0,0,0,0,1
chó nào dễ nuôi và có thể sống trong không gian nhỏ và phù hợp để bảo vệ nhà nhưng không quá hung dữ?,0,0,1,0,0,0,0,1,0,0
phù hợp cho người bận rộn hoàn hảo chó nào có tính cách nhẹ nhàng và không quá năng động?,1,0,0,1,0,1,0,1,1,0
chó nào thân thiện và thích nghi tốt và phù hợp với người thích cuộc sống yên tĩnh và không ồn ào?,1,1,0,0,0,1,0,0,1,1
chó nào bảo vệ tốt và dễ bảo quản và phù hợp với môi trường sống ở nông thôn và thích không gian rộng?,0,0,1,0,0,0,0,1,0,0
thân thiện với thú cưng khác bảo vệ tốt loài chó nào thích nghi với môi trường sống trong chung cư và ít sủa?,1,1,1,1,0,1,0,1,1,1
chó nào năng động và phù hợp cho người bận rộn và phù hợp để làm bạn đồng hành trong các chuyến đi phượt?,1,0,0,1,0,1,0,1,1,0
thích hợp cho gia đình có trẻ nhỏ phù hợp nhất loài chó nào thân thiện với trẻ em và không cần nhiều không gian?,1,1,0,0,0,1,0,0,1,1
dễ bảo quản thích các hoạt động loài chó nào có khả năng thích nghi với khí hậu lạnh và yêu thích tuyết?,0,0,0,0,0,0,1,0,0,0
có thể sống trong không gian nhỏ năng động loài chó nào có thể sống tốt trong điều kiện nhiệt độ cực đoan?,1,0,0,1,0,1,0,1,1,0
ít rụng lông tốt nhất loài chó nào thích hợp để bảo vệ nhưng vẫn vui vẻ và thân thiện?,1,1,1,0,0,1,0,1,1,1
dành cho người mới nuôi bảo vệ tốt loài chó nào có thể giúp canh giữ nhưng cũng thân thiện với khách?,1,1,1,0,0,1,0,1,1,1
loài chó nào năng động và không gây dị ứng và phù hợp với người yêu thích làm vườn và hoạt động ngoài trời?,1,0,0,1,0,1,0,1,1,0
"dễ bảo quản tôi cần một giống chó thông minh, dễ dạy và không cần nhiều chải lông.",1,0,1,0,0,0,0,0,1,0
"thích hợp cho gia đình có trẻ nhỏ tôi cần tìm một chú chó dễ chăm sóc, không cần tắm nhiều.",1,0,0,0,0,0,0,0,0,0
không gây dị ứng lý tưởng tôi cần tìm một giống chó có thể học các trò vui đơn giản và dễ chơi cùng.,1,0,0,0,0,0,0,0,0,0
Tôi muốn tìm một chú chó phù hợp với gia đình có sân vườn rộng.,1,0,0,0,0,0,0,0,0,0
chó nào thân thiện và phù hợp cho người bận rộn và phù hợp với người không có kinh nghiệm nuôi chó và muốn học cách chăm sóc thú cưng?,1,1,0,0,0,1,0,0,1,1
"ít rụng lông dễ nuôi tôi muốn một giống chó nhỏ, không rụng lông và dễ dạy bảo.",1,0,0,1,1,0,0,0,0,1
phù hợp cho người bận rộn dễ nuôi tôi cần tìm một giống chó thông minh và có thể dễ dàng huấn luyện.,0,0,1,0,0,0,0,0,1,0
"dành cho người mới nuôi hoàn hảo tôi muốn một giống chó nhỏ, không rụng lông và dễ dạy bảo.",1,0,0,1,1,0,0,0,0,1
ít rụng lông tốt nhất chó nào thích hợp với gia đình có nhiều thành viên và thường xuyên có khách đến thăm?,1,0,0,0,0,0,0,0,0,0
loài chó nào thích hợp với người lần đầu nuôi và dễ huấn luyện?,1,0,0,0,0,0,0,0,0,0
có thể sống trong không gian nhỏ bảo vệ tốt loài chó nào thích hợp với vùng khí hậu nóng và không dễ bị sốc nhiệt?,0,0,1,0,0,0,0,1,0,0
thân thiện tôi muốn tìm một giống chó có kích thước vừa phải và không đòi hỏi nhiều thời gian huấn luyện.,1,1,0,0,0,1,0,0,1,1
phù hợp nhất tôi muốn một chú chó có thể đồng hành trong các hoạt động thể thao.,0,0,0,0,0,0,1,1,0,0
ít rụng lông loài chó nào có thể sống cả trong nhà lẫn ngoài trời?,0,0,0,0,1,0,0,0,0,1
năng động tôi muốn một chú chó nhỏ nhưng vẫn có thể canh gác tốt.,1,0,1,1,1,1,0,1,1,1
dễ bảo quản loài chó nào có tính bảo vệ cao nhưng vẫn thân thiện với người lạ?,1,1,1,0,0,1,0,1,1,1
chó nào lý tưởng và thích hợp cho gia đình có trẻ nhỏ và phù hợp để sống ở khu vực núi lạnh giá và tuyết phủ?,1,0,0,0,0,0,1,0,0,0
có thể sống trong không gian nhỏ bảo vệ tốt có loài chó nào dễ chăm sóc và ít bệnh không?,0,0,1,0,0,0,0,1,0,0
không gây dị ứng thân thiện loài chó nào tốt cho gia đình có trẻ nhỏ và dễ chăm sóc?,1,1,0,0,0,1,0,0,1,1
thích hợp cho gia đình có trẻ nhỏ năng động chó nào ít rụng lông và dễ chăm sóc?,1,0,0,1,0,1,0,1,1,0
"không gây dị ứng bảo vệ tốt có giống chó nào thích hợp cho căn hộ, dễ chăm sóc, và thân thiện không?",1,1,1,0,0,1,0,1,1,1
loài chó nào dễ chăm sóc và lý tưởng và thích nghi tốt và phù hợp với người bận rộn?,1,0,0,0,0,0,0,0,0,0
thân thiện tôi cần một giống chó dễ chăm sóc và không cần tắm thường xuyên.,1,1,0,0,0,1,0,0,1,1
loài chó nào ít cần chăm sóc và dành cho người mới nuôi và phù hợp với vùng khí hậu lạnh và sống ngoài trời?,1,0,0,0,0,0,0,0,0,0
cảnh giác với người lạ tốt nhất tôi cần tìm một giống chó thích nghi với khí hậu nóng và không cần nhiều chăm sóc lông.,1,0,0,0,0,0,0,0,0,0
loài chó nào không đòi hỏi nhiều vận động và thân thiện và thích hợp cho gia đình có trẻ nhỏ và phù hợp với cuộc sống thành phố?,1,1,0,0,0,1,0,0,1,1
không gây dị ứng thích các hoạt động tôi muốn tìm một chú chó thân thiện với khách đến nhà.,1,1,0,0,0,1,0,0,1,1
dành cho người mới nuôi dễ nuôi tôi cần tìm một chú chó không sợ tiếng ồn và có thể sống trong khu vực đông đúc.,1,0,0,0,0,0,0,0,0,0
ít rụng lông phù hợp nhất tôi cần tìm một giống chó thông minh và có thể dễ dàng huấn luyện.,0,0,1,0,0,0,0,0,1,0
thân thiện với thú cưng khác thích các hoạt động loài chó nào thích nghi với cuộc sống đô thị và ít sủa?,1,1,0,0,0,1,0,0,1,1
cảnh giác với người lạ năng động loài chó nào thích nghi với môi trường sống trong chung cư và ít sủa?,1,0,0,1,0,1,0,1,1,0
không gây dị ứng thích các hoạt động chó nào chịu lạnh tốt và ít cần chăm sóc lông?,0,0,1,0,0,0,1,0,0,0
chó nào năng động và phù hợp cho người yêu thích sự yên tĩnh và đọc sách?,1,0,0,1,0,1,0,1,1,0
có thể sống trong không gian nhỏ tôi muốn tìm một giống chó thông minh và dễ dạy bảo.,1,0,1,0,0,0,0,0,1,0
"tôi cần một giống chó nhỏ, dễ chăm sóc và ít rụng lông và phù hợp với gia đình và ít rụng lông và phù hợp với căn hộ.",1,0,0,1,1,0,0,0,0,1
không gây dị ứng tôi cần tìm một giống chó dễ huấn luyện và thích hợp cho người mới nuôi.,1,0,0,0,0,0,0,0,0,0
có thể sống trong không gian nhỏ ít cần chăm sóc loài chó nào có thể sống tốt cả trong nhà lẫn ngoài trời và thích nghi với khí hậu lạnh?,0,0,0,0,1,0,0,0,0,1
thân thiện với thú cưng khác hoàn hảo chó nào có thể sống tốt trong môi trường căn hộ nhưng vẫn cần một ít không gian vận động?,1,1,0,0,0,1,0,0,1,1
Chó nào thích hợp để nuôi trong gia đình nhiều thành viên?,1,0,0,0,0,0,0,0,0,0
"Tôi cần tìm một giống chó nhỏ, thích hợp cho căn hộ và ít cần chăm sóc lông.",0,0,0,1,1,0,0,0,0,1
thích hợp cho gia đình có trẻ nhỏ phù hợp với gia đình loài chó nào ít gặp vấn đề sức khỏe và sống thọ?,1,0,0,0,0,0,0,0,0,0
thích hợp cho gia đình có trẻ nhỏ tốt nhất tôi cần một giống chó dễ chăm sóc và không cần tắm thường xuyên.,1,0,0,0,0,0,0,0,0,0
thích hợp cho gia đình có trẻ nhỏ phù hợp với gia đình tôi cần tìm một giống chó thích nghi tốt với thay đổi khí hậu.,1,0,0,0,0,0,0,0,0,0
loài chó nào lý tưởng và thích nghi tốt và phù hợp để làm chó cứu hộ hoặc chó hướng dẫn?,1,0,0,0,0,0,0,0,0,0
Tôi muốn một chú chó có tính cách độc lập và không cần chú ý quá nhiều.,1,0,0,0,0,0,0,0,0,0
chó nào thích các hoạt động và phù hợp với người yêu thích hoạt động ngoài trời và dã ngoại?,1,0,0,0,0,0,0,0,0,0
chó nào thích các hoạt động và phù hợp với môi trường sống ở nông thôn và thích không gian rộng?,1,0,0,0,0,0,0,0,0,0
thích nghi tốt hoàn hảo loài chó nào có tính cách trung thành và bảo vệ chủ nhân?,0,1,1,0,0,0,0,1,0,0
thích nghi tốt hoàn hảo tôi muốn một chú chó có tính cách nhẹ nhàng nhưng vẫn có khả năng cảnh báo tốt.,1,0,0,0,0,0,0,0,0,0
loài chó nào ít cần chăm sóc và không gây dị ứng và phù hợp với người sống ở vùng núi và thích khí hậu lạnh?,1,0,0,0,0,0,0,0,0,0
có thể sống trong không gian nhỏ hoàn hảo loài chó nào không gây dị ứng và thích hợp với trẻ nhỏ?,1,0,0,0,0,0,0,0,0,0
chó nào năng động và có thể sống trong không gian nhỏ và phù hợp với người muốn thú cưng nhỏ gọn và dễ dạy bảo?,1,0,0,1,1,1,0,1,1,0
chó nào dễ nuôi và cảnh giác với người lạ và phù hợp với người thích đi biển và hoạt động nước?,1,0,0,0,0,0,0,0,0,0
ít rụng lông dễ nuôi loài chó nào thích nước và có thể đi bơi cùng chủ?,1,0,0,0,0,0,0,0,0,0
dễ bảo quản hoàn hảo tôi muốn tìm một giống chó thông minh và dễ dạy bảo.,1,0,1,0,0,0,0,0,1,0
ít rụng lông phù hợp với gia đình tôi cần một giống chó dễ chăm sóc và không cần tắm thường xuyên.,1,0,0,0,0,0,0,0,0,0
ít rụng lông tốt nhất loài chó nào có thể dễ dàng huấn luyện để làm chó dịch vụ?,1,0,0,0,0,0,0,0,0,0
phù hợp cho người bận rộn bảo vệ tốt loài chó nào không sủa nhiều nhưng vẫn cảnh giác với người lạ?,0,0,1,0,0,0,0,1,0,0
dễ bảo quản năng động tôi cần một chú chó thích nghi tốt với cuộc sống đô thị.,1,0,0,1,0,1,0,1,1,0
dễ bảo quản phù hợp với gia đình tôi muốn một chú chó dễ dạy bảo và có thể học các lệnh cơ bản.,1,0,0,0,0,0,0,0,0,0
dành cho người mới nuôi hoàn hảo tôi muốn tìm một giống chó có tính cách năng động và thích chơi đùa.,1,0,0,1,0,1,0,1,1,0
chó nào bảo vệ tốt và không gây dị ứng và phù hợp với người thích cuộc sống yên tĩnh và không ồn ào?,0,0,1,0,0,0,0,1,0,0
có thể sống trong không gian nhỏ thích các hoạt động có giống chó nào không sủa nhiều và dễ sống trong căn hộ không?,1,0,0,0,0,0,0,0,0,0
chó nào tốt nhất và có thể sống trong không gian nhỏ và phù hợp để bảo vệ nhà nhưng không quá hung dữ?,0,0,1,0,0,0,0,1,0,0
"tôi cần một giống chó vui vẻ, dễ gần và ít rụng lông và phù hợp với gia đình và ít rụng lông và phù hợp với gia đình đông trẻ nhỏ.",1,0,0,0,0,0,0,0,0,0
chó nào thân thiện với thú cưng khác và phù hợp với người muốn thú cưng nhỏ gọn và dễ dạy bảo?,1,1,0,0,1,1,0,0,1,1
"có thể sống trong không gian nhỏ thích các hoạt động tôi cần tìm một giống chó nhỏ, dễ chăm sóc và thân thiện với người lớn tuổi.",1,1,0,1,1,1,0,0,1,1
dành cho người mới nuôi năng động loài chó nào có tính cách nhẹ nhàng và không cần quá nhiều chăm sóc lông?,1,0,0,1,0,1,0,1,1,0
"dễ bảo quản bảo vệ tốt tôi thích chó nhỏ, có loài nào ít rụng lông không?",0,0,1,1,1,0,0,1,0,1
ít rụng lông thích các hoạt động tôi muốn tìm một giống chó trung thành và có khả năng bảo vệ gia đình.,1,1,1,0,0,0,0,1,0,0
loài chó nào không sủa nhiều và thân thiện và cảnh giác với người lạ và phù hợp với người sống trong căn hộ cao tầng?,1,1,0,0,0,1,0,0,1,1
lý tưởng tôi muốn tìm một chú chó có thể bảo vệ nhưng vẫn yêu thương chủ nhân.,0,0,1,0,0,0,0,1,0,0
chó nào thân thiện và thân thiện với thú cưng khác và phù hợp để sống ở khu vực núi lạnh giá và tuyết phủ?,1,1,0,0,0,1,1,0,1,1
"tôi cần một giống chó vui vẻ, dễ gần và năng động và phù hợp với gia đình đông trẻ nhỏ.",1,0,0,1,0,1,0,1,1,0
tôi muốn tìm một chú chó có thể chịu lạnh và phù hợp với người thích đi bộ đường dài.,0,0,1,0,0,0,1,0,0,0
loài chó nào bảo vệ tốt và không gây dị ứng và phù hợp với người yêu thích làm vườn và hoạt động ngoài trời?,0,0,1,0,0,0,0,1,0,0
loài chó nào có tính cách thân thiện và phù hợp nhất và phù hợp với gia đình có trẻ nhỏ?,1,1,0,0,0,1,0,0,1,1
không gây dị ứng tốt nhất tôi cần tìm một giống chó dễ dạy và không cần nhiều đồ ăn đặc biệt.,1,0,0,0,0,0,0,0,0,0
có thể sống trong không gian nhỏ thích các hoạt động chó nào ít bị rối lông và dễ vệ sinh?,1,0,0,0,0,0,0,0,0,0
chó nào tốt nhất và không gây dị ứng và phù hợp với người sống một mình và ít ra ngoài?,1,0,0,0,0,0,0,0,0,0
cảnh giác với người lạ phù hợp với gia đình tôi cần tìm một giống chó thích nghi tốt với thay đổi khí hậu.,1,0,0,0,0,0,0,0,0,0
"dành cho người mới nuôi bảo vệ tốt tôi cần một giống chó nhỏ, ít sủa và thân thiện với người lạ.",1,1,1,1,1,1,0,1,1,1
"thích hợp cho gia đình có trẻ nhỏ năng động tôi cần tìm một giống chó nhỏ, dễ chăm sóc và thân thiện với người lớn tuổi.",1,1,0,1,1,1,0,1,1,1
loài chó nào thích các hoạt động và phù hợp cho người bận rộn và phù hợp với người sống ở vùng núi và thích khí hậu lạnh?,1,0,0,0,0,0,0,0,0,0
ít rụng lông tốt nhất loài chó nào có thể sống tốt ở khu vực nhiệt đới và ít gặp vấn đề về sức khỏe?,1,0,0,0,0,0,0,0,0,0
có thể sống trong không gian nhỏ bảo vệ tốt loài chó nào không quá lớn nhưng vẫn có khả năng bảo vệ tốt?,0,0,1,0,0,0,0,1,0,0
không gây dị ứng hoàn hảo tôi cần một giống chó dễ chăm sóc và không cần tắm thường xuyên.,1,0,0,0,0,0,0,0,0,0
chó nào thân thiện với thú cưng khác và phù hợp với gia đình và thân thiện với thú cưng khác và phù hợp với người thích chạy bộ và cần một người bạn đồng hành?,1,1,0,0,0,1,0,0,1,1
ít rụng lông thân thiện loài chó nào có thể sống tốt ở khu vực khí hậu lạnh và thích các hoạt động ngoài trời?,1,1,0,0,0,1,0,0,1,1
chó nào thân thiện và không gây dị ứng và phù hợp với gia đình có trẻ nhỏ và thích các hoạt động ngoài trời?,1,1,0,0,0,1,0,0,1,1
chó nào lý tưởng và thích hợp cho gia đình có trẻ nhỏ và phù hợp để sống cùng với mèo?,1,0,0,0,0,0,0,0,0,0
thân thiện với thú cưng khác thân thiện loài chó nào có khả năng thích nghi với môi trường thay đổi liên tục?,1,1,0,0,0,1,0,0,1,1
"thích nghi tốt bảo vệ tốt tôi cần tìm một giống chó nhỏ, thích hợp cho căn hộ và ít cần chăm sóc lông.",0,0,1,1,1,0,0,1,0,1
không gây dị ứng thân thiện tôi muốn một chú chó thích nước và có thể bơi giỏi.,1,1,0,0,0,1,0,0,1,1
thân thiện với thú cưng khác bảo vệ tốt tôi muốn tìm một chú chó có khả năng thích nghi với cả nóng và lạnh.,1,1,1,0,0,1,0,1,1,1
loài chó nào ít cần chăm sóc và không gây dị ứng và phù hợp với gia đình có sân vườn rộng và thích chơi ngoài trời?,1,0,0,0,0,0,0,0,0,0
ít rụng lông thân thiện loài chó nào có thể đồng hành trong các chuyến đi cắm trại?,1,1,0,0,0,1,0,0,1,1
"có thể sống trong không gian nhỏ bảo vệ tốt tôi cần một giống chó thông minh, dễ dạy và không cần nhiều chải lông.",1,0,1,0,0,0,0,1,1,0
phù hợp cho người bận rộn năng động loài chó nào có thể làm bạn đồng hành đi dã ngoại nhưng không cần nhiều huấn luyện?,1,0,0,1,0,1,0,1,1,0
ít rụng lông lý tưởng tôi cần tìm một giống chó thông minh và có thể dễ dàng huấn luyện.,0,0,1,0,0,0,0,0,1,0
chó nào không sủa nhiều và lý tưởng và thích nghi tốt và phù hợp với không gian sống đô thị?,1,0,0,0,0,0,0,0,0,0
chó nào năng động và không gây dị ứng và phù hợp để sống ở khu vực núi lạnh giá và tuyết phủ?,1,0,0,1,0,1,1,1,1,0
tôi muốn tìm một chú chó có thể chịu lạnh và thích nghi tốt và phù hợp với gia đình và thích nghi tốt và phù hợp với người thích đi bộ đường dài.,1,0,1,0,0,0,1,0,0,0
"có thể sống trong không gian nhỏ bảo vệ tốt tôi có một khu vườn lớn, chó nào thích hợp cho việc chạy nhảy ngoài trời?",0,0,1,0,0,0,0,1,0,0
"chó nào vừa dễ chăm sóc, vừa lý tưởng và dễ bảo quản và phù hợp với căn hộ nhỏ và năng động?",1,0,0,1,0,1,0,1,1,0
dành cho người mới nuôi tốt nhất tôi muốn một chú chó có thể bảo vệ nhưng không gây nguy hiểm cho trẻ em.,0,0,1,0,0,0,0,1,0,0
bảo vệ tốt loài chó nào có thể sống tốt ở khu vực nhiệt đới và ít gặp vấn đề về sức khỏe?,0,0,1,0,0,0,0,1,0,0
"tôi cần một giống chó nhỏ, dễ chăm sóc và thích các hoạt động và có thể sống trong không gian nhỏ và phù hợp với căn hộ.",0,0,0,1,1,0,0,0,0,1
loài chó nào cảnh giác với người lạ và phù hợp với gia đình và cảnh giác với người lạ và phù hợp với người thích đi phượt?,1,0,0,0,0,0,0,0,0,0
"không gây dị ứng hoàn hảo tôi cần một giống chó nhỏ, ít sủa và thân thiện với người lạ.",1,1,0,1,1,1,0,0,1,1
thân thiện với thú cưng khác thân thiện loài chó nào có thể sống tốt ở khu vực khí hậu lạnh và thích các hoạt động ngoài trời?,1,1,0,0,0,1,0,0,1,1
phù hợp nhất tôi muốn tìm một giống chó thông minh và dễ dạy bảo.,1,0,1,0,0,0,0,0,1,0
"dễ bảo quản tốt nhất tôi cần tìm một giống chó nhỏ, thích hợp cho căn hộ và ít cần chăm sóc lông.",0,0,0,1,1,0,0,0,0,1
"thân thiện với thú cưng khác thân thiện chó nào có tính cách vui vẻ, thân thiện và thích hợp cho trẻ nhỏ?",1,1,0,0,0,1,0,0,1,1
Loài chó nào không gây dị ứng và thích hợp với trẻ nhỏ?,1,0,0,0,0,0,0,0,0,0
phù hợp cho người bận rộn tôi cần một chú chó thích nghi tốt với cuộc sống đô thị.,1,0,0,0,0,0,0,0,0,0
loài chó nào ít rụng lông và phù hợp với người lớn tuổi và không cần nhiều chăm sóc?,1,0,0,0,0,0,0,0,0,0
loài chó nào hoàn hảo và ít rụng lông và phù hợp với người bận rộn?,1,0,0,0,0,0,0,0,0,0
tốt nhất chó nào có thể làm bạn đồng hành tốt cho người thích đọc sách và yên tĩnh?,1,0,0,0,0,0,0,0,0,0
không gây dị ứng bảo vệ tốt loài chó nào thích hợp để bảo vệ nhưng vẫn vui vẻ và thân thiện?,1,1,1,0,0,1,0,1,1,1
chó nào có thể sống trong không gian nhỏ và phù hợp để làm bạn đồng hành đi bộ đường dài hoặc cắm trại?,1,0,0,0,0,0,0,0,0,0
dễ bảo quản lý tưởng tôi muốn một chú chó có tính cách độc lập và không cần chú ý quá nhiều.,1,0,0,0,0,0,0,0,0,0
dành cho người mới nuôi phù hợp nhất tôi muốn tìm một giống chó thông minh và dễ dạy bảo.,1,0,1,0,0,0,0,0,1,0
thích hợp cho gia đình có trẻ nhỏ thích các hoạt động loài chó nào có tính cách yêu thương và thân thiện với cả người lạ?,1,1,0,0,0,1,0,0,1,1
thích nghi tốt phù hợp với gia đình loài chó nào thân thiện nhưng cũng có tính cảnh giác cao?,1,1,0,0,0,1,0,0,1,1
"ít rụng lông dễ nuôi tôi muốn tìm một giống chó thông minh, thân thiện và dễ huấn luyện.",1,1,1,0,0,1,0,0,1,1
chó nào bảo vệ tốt và có thể sống trong không gian nhỏ và phù hợp để sống trong nhà có sân vườn rộng và thích chạy nhảy?,0,0,1,0,1,0,0,1,0,1
tôi muốn tìm một chú chó bảo vệ tốt và thân thiện với thú cưng khác và phù hợp với người yêu thích sự yên tĩnh.,1,1,1,0,0,1,0,1,1,1
thích hợp cho gia đình có trẻ nhỏ lý tưởng tôi cần tìm một giống chó có thể học các trò vui đơn giản và dễ chơi cùng.,1,0,0,0,0,0,0,0,0,0
cảnh giác với người lạ thích các hoạt động loài chó nào thích hợp với người muốn một thú cưng trung thành và yêu thương?,0,1,0,0,0,0,0,0,0,0
không gây dị ứng loài chó nào có khả năng chịu lạnh và thích hợp với khí hậu lạnh giá?,0,0,1,0,0,0,1,0,0,0
"tôi cần một giống chó nhỏ, dễ chăm sóc và cảnh giác với người lạ và phù hợp nhất và cảnh giác với người lạ và phù hợp với căn hộ.",0,0,0,1,1,0,0,0,0,1
không gây dị ứng ít cần chăm sóc tôi cần tìm một giống chó có thể đi du lịch cùng tôi mà không gặp vấn đề lo âu.,1,0,0,0,0,0,0,0,0,0
chó nào lý tưởng và không gây dị ứng và phù hợp để làm bạn đồng hành trong các chuyến đi phượt?,1,0,0,0,0,0,0,0,0,0
có thể sống trong không gian nhỏ tốt nhất tôi muốn một chú chó có thể đồng hành trong các hoạt động thể thao.,0,0,0,0,0,0,1,1,0,0
thích các hoạt động tôi muốn một chú chó thân thiện và có khả năng làm bạn đồng hành lâu dài.,1,1,0,0,0,1,0,0,1,1
"không gây dị ứng ít cần chăm sóc tôi cần tìm một giống chó nhỏ, thích hợp cho căn hộ và ít cần chăm sóc lông.",0,0,0,1,1,0,0,0,0,1
thích hợp cho gia đình có trẻ nhỏ thích các hoạt động chó nào có thể sống chung với các động vật khác và không gây vấn đề?,1,0,0,0,0,0,0,0,0,0
thích hợp cho gia đình có trẻ nhỏ năng động chó nào có thể sống chung với các thú cưng khác như mèo và chim?,1,0,0,1,0,1,0,1,1,0
phù hợp cho người bận rộn bảo vệ tốt loài chó nào có khả năng chịu lạnh và thích hợp với khí hậu lạnh giá?,0,0,1,0,0,0,1,1,0,0
"cảnh giác với người lạ hoàn hảo tôi cần tìm một giống chó nhỏ, thích hợp cho căn hộ và ít cần chăm sóc lông.",0,0,0,1,1,0,0,0,0,1
chó nào phù hợp cho người bận rộn và phù hợp với người thích đi biển và hoạt động nước?,1,0,0,0,0,0,0,0,0,0
dành cho người mới nuôi ít cần chăm sóc loài chó nào có khả năng chịu lạnh và thích hợp với khí hậu lạnh giá?,0,0,1,0,0,0,1,0,0,0
phù hợp với gia đình loài chó nào thân thiện với người lạ nhưng cũng cảnh giác khi cần thiết?,1,1,0,0,0,1,0,0,1,1
phù hợp cho người bận rộn tốt nhất loài chó nào thích hợp với người lần đầu nuôi và dễ huấn luyện?,1,0,0,0,0,0,0,0,0,0
